DataName,SchoolName1,SchoolName2,NumSHSATTestTakers,NumSpecializedOffers,OffersPerStudent,PctBlackOrHispanic,Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
P.S./M.S. 042 R. VERNAM,Public School/Middle School 42,The R. Vernam School,0,0,0,95%,,,,P.S./M.S 042 R. VERNAM,342700010042.0,27.0,40.594435,-73.794945,"488 BEACH 66TH ST ARVERNE, NY 11692",ARVERNE,11692.0,"0K,01,02,03,04,05,06,07,08",0K,08,Yes,0.825,"$47,183.73 ",4%,1%,71%,24%,95%,2%,88%,48%,90%,Approaching Target,86%,Meeting Target,90%,Approaching Target,77%,Approaching Target,84%,Meeting Target,89%,Meeting Target,Approaching Target,2.03,1.99,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S. 047 CHRIS GALAS,Public School 47,The Chris Galas School,0,0,0,20%,,,,P.S. 047 CHRIS GALAS,342700010047.0,27.0,40.606725,-73.82017900000001,"9 POWER RD BROAD CHANNEL, NY 11693",BROAD CHANNEL,11693.0,"PK,0K,01,02,03,04,05,06,07,08,SE",PK,08,No,0.304,"$67,021.51 ",1%,0%,2%,15%,17%,83%,94%,14%,95%,Exceeding Target,95%,Exceeding Target,92%,Exceeding Target,86%,Meeting Target,88%,Meeting Target,96%,Exceeding Target,Exceeding Target,2.97,3.21,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,27.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S./M.S. 114 BELLE HARBOR,Public School/Middle School 114,The Belle Harbor School,0,0,0,13%,,,,P.S./M.S. 114 BELLE HARBOR,342700010114.0,27.0,40.578277,-73.854294,"134-01 CRONSTON AVE ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694.0,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.371,"$95,258.88 ",0%,1%,3%,9%,11%,87%,94%,11%,89%,Approaching Target,85%,Approaching Target,91%,Meeting Target,68%,Approaching Target,85%,Meeting Target,84%,Meeting Target,Exceeding Target,2.99,3.13,85.0,10.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,86.0,34.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,5.0,80.0,31.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,80.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,2.0,100.0,22.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,101.0,29.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,4.0,30.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,29.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,44.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATERSIDE SCHOOL FOR LEADERSHIP,,Waterside School for Leadership,0,0,0,88%,,,,WATERSIDE SCHOOL FOR LEADERSHIP,342700010318.0,27.0,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694.0,"06,07,08",06,08,No,0.755,,9%,2%,55%,34%,88%,8%,93%,26%,94%,Exceeding Target,89%,Exceeding Target,92%,Exceeding Target,90%,Exceeding Target,89%,Exceeding Target,90%,Meeting Target,Exceeding Target,2.3,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,71.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,71.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,64.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAGLE ACADEMY FOR YOUNG MEN III,,Eagle Academy for Young Men III,0,0,0,92%,,,,EAGLE ACADEMY FOR YOUNG MEN III,342900011327.0,29.0,40.691665,-73.778987,"171-10 LINDEN BLVD JAMAICA, NY 11434",JAMAICA,11434.0,"06,07,08,09,10,11,12",06,12,No,0.419,,0%,1%,86%,3%,90%,3%,93%,27%,81%,Meeting Target,66%,Meeting Target,81%,,61%,Approaching Target,84%,,80%,,Meeting Target,2.41,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
P.S. K140,,Public School K140,0,0,0,91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.S. K369 - COY L. COX SCHOOL,Public School K369,The Coy L. Cox School,0,0,0,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.S. M094,,Public School M94,0,0,0,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,Intermediate School/Public School 25,The South Richmond High School,0,0,0,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.S. X017,,Public School X17,0,0,0,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.S. 168,,Public School 168,0,0,0,94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.S. X176,,Public School X176,0,0,0,90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,,Capital Preparatory Harlem Charter School,0,0,0,98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HEIGHTS ACADEMY CHARTER SCHOOL,,New Heights Academy Charter School,0,0,0,100%,,,,NEW HEIGHTS ACADEMY CHARTER SCHOOL,310600860887.0,6.0,40.828615,-73.945402,"1818 AMSTERDAM AVE NEW YORK, NY 10031",NEW YORK,10031.0,"05,06,07,08,09,10,11,12",05,12,No,0.838,,11%,0%,4%,96%,100%,0%,96%,10%,84%,Approaching Target,89%,Meeting Target,84%,Meeting Target,78%,Approaching Target,78%,Meeting Target,89%,Meeting Target,Approaching Target,2.37,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,93.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,96.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,95.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,94.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,94.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,99.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
BRONX LIGHTHOUSE CHARTER SCHOOL,,Bronx Lighthouse Charter School,0,0,0,98%,,,,BRONX LIGHTHOUSE CHARTER SCHOOL,321200860870.0,12.0,40.823187,-73.897385,"1001 INTERVALE AVE BRONX, NY 10459",BRONX,10459.0,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.748,"$28,271.22 ",8%,1%,35%,62%,97%,0%,95%,14%,82%,Approaching Target,86%,Meeting Target,79%,Meeting Target,85%,Meeting Target,77%,Not Meeting Target,86%,Approaching Target,Approaching Target,2.33,2.54,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,48.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,47.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,65.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P.S. 034 FRANKLIN D. ROOSEVELT,Public School 34,The Franklin D. Roosevelt School,6,0,0,93%,,,,P.S. 034 FRANKLIN D. ROOSEVELT,310100010034.0,1.0,40.726147,-73.975043,"730 E 12TH ST NEW YORK, NY 10009",NEW YORK,10009.0,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.86,"$31,454.00 ",7%,5%,29%,63%,92%,4%,92%,28%,85%,Approaching Target,78%,Meeting Target,82%,Meeting Target,73%,Approaching Target,89%,Meeting Target,88%,Meeting Target,Exceeding Target,2.48,2.47,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,55.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S. 140 NATHAN STRAUS,Public School 140,The Nathan Straus School,6,0,0,91%,,,,P.S. 140 NATHAN STRAUS,310100010140.0,1.0,40.719128000000005,-73.983283,"123 RIDGE ST NEW YORK, NY 10002",NEW YORK,10002.0,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.8490000000000001,"$34,889.24 ",14%,5%,13%,78%,90%,3%,93%,27%,94%,Meeting Target,91%,Approaching Target,85%,Meeting Target,87%,Meeting Target,83%,Meeting Target,93%,Meeting Target,Meeting Target,2.21,2.27,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,47.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,61.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,61.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
P.S./I.S. 217 ROOSEVELT ISLAND,Public School/Intermediate School 217,The Roosevelt Island School,6,0,0,26%,,,,P.S./I.S. 217 ROOSEVELT ISLAND,310200010217.0,2.0,40.763969,-73.948468,"645 MAIN ST ROOSEVELT ISLAND, NY 10044",ROOSEVELT ISLAND,10044.0,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.293,"$93,388.06 ",7%,29%,16%,14%,30%,36%,95%,10%,93%,Exceeding Target,95%,Exceeding Target,89%,Meeting Target,88%,Meeting Target,89%,Exceeding Target,92%,Meeting Target,Meeting Target,2.9,3.01,71.0,10.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,2.0,74.0,34.0,0.0,1.0,0.0,12.0,19.0,0.0,0.0,9.0,56.0,19.0,0.0,3.0,1.0,0.0,10.0,0.0,0.0,5.0,59.0,20.0,0.0,0.0,3.0,6.0,9.0,0.0,2.0,7.0,54.0,11.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,5.0,54.0,17.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,,The Riverside School for Makers and Artists,6,0,0,77%,,,,P.S. 191 AMSTERDAM,310300010191.0,3.0,40.771743,-73.987572,"210 W 61ST ST NEW YORK, NY 10023",NEW YORK,10023.0,"PK,0K,01,02,03,04,05",PK,05,No,0.758,"$63,947.38 ",8%,7%,36%,45%,81%,11%,91%,33%,82%,Approaching Target,79%,Approaching Target,82%,Approaching Target,70%,Approaching Target,88%,Meeting Target,88%,Meeting Target,Approaching Target,2.23,2.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENAISSANCE SCHOOL OF THE ARTS,,Renaissance School of the Arts,6,0,0,95%,,,,RENAISSANCE SCHOOL OF THE ARTS,310400010377.0,4.0,40.797495,-73.936193,"319 E 117TH ST NEW YORK, NY 10035",NEW YORK,10035.0,"06,07,08",06,08,Yes,0.865,,10%,1%,45%,53%,98%,1%,90%,32%,89%,Approaching Target,93%,Meeting Target,88%,Meeting Target,89%,Meeting Target,90%,Exceeding Target,95%,Exceeding Target,Meeting Target,2.32,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
